fecha,mes_venta,nombre_del_vendedor,nombre_del_supermercado,representante_de_compras,estado,ciudad,categoria,producto,presentacion,precio_unitario_usd,cantidad_comprada,valor_total_usd,forma_pago,tipo_producto
2024-11-03,2024-11,Williams Chloe,My Market,Johnson Alice,California,San Francisco,Cremas,Queso crema,Tarrina 250g,2.8,405,1134.0,Tarjeta de débito,Queso crema
2024-07-31,2024-07,Anderson James,My Market,Johnson Alice,Texas,San Antonio,Yogur,Kumis,Botella 1L,2.5,613,1532.5,Tarjeta de débito,Kumis
2024-10-15,2024-10,Williams Chloe,The Pantry,Wilson Ethan,Nueva York,Yonkers,Cremas,Queso crema,Tarrina 250g,2.8,473,1324.4,Tarjeta de crédito,Queso crema
2024-04-30,2024-04,Lee Charlotte,Central Supermarket,Smith Patricia,Nueva York,Rochester,Yogur,Kumis,Botella 1L,2.5,383,957.5,Transferencia bancaria,Kumis
2024-07-31,2024-07,Zeller Sophie,Hyper Foods,Brightman Abigail,Massachusetts,Boston,Leche,Leche saborizada,Individual,1.0,503,503.0,Efectivo,Leche saborizada
2024-05-16,2024-05,Davis Olivia,My Market,Johnson Alice,California,San Diego,Otros,Dulce de leche,Frasco 250g,3.0,585,1755.0,Efectivo,Dulce de leche
2024-08-02,2024-08,Davis Olivia,Food Emporium,Iacoca William,Nueva York,New York City,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,742,4266.5,Efectivo,Mantequilla clarificada (ghee)
2024-01-05,2024-01,Williams Chloe,Corner Delicatessen,Clark Eleonor,Massachusetts,Lowell,Yogur,Yogur griego,Individual,1.5,787,1180.5,Tarjeta de débito,Yogur griego
2024-02-16,2024-02,Smith Noah,Red Rose,Martinez Patricia,Nueva York,Rochester,Otros,Cuajada,Envase 250g,2.2,454,998.8,PayPal,Cuajada
2024-12-15,2024-12,Jackson George,The Family Grocer,Brown Margaret,California,San Diego,Yogur,Yogur natural,Individual,1.0,448,448.0,Tarjeta de débito,Yogur natural
2024-11-07,2024-11,Jackson George,The Family Grocer,Brown Margaret,Texas,Houston,Quesos,Queso havarti,Bloque 200g,5.25,933,4898.25,Transferencia bancaria,Queso havarti
2024-10-30,2024-10,Smith Noah,The Family Grocer,Brown Margaret,California,Los Angeles,Leche,Leche entera,Galón,3.5,946,3311.0,Transferencia bancaria,Leche entera
2024-07-12,2024-07,Lee Charlotte,Food Emporium,Iacoca William,Texas,San Antonio,Yogur,Yogur con frutas,Individual,1.2,413,495.6,Tarjeta de crédito,Yogur con frutas
2024-02-13,2024-02,Davis Olivia,Select Market,Bélanger Theodore,Nueva York,Yonkers,Quesos,Queso edam,Bloque 300g,4.75,281,1334.75,Tarjeta de débito,Queso edam
2024-06-24,2024-06,Davis Olivia,Select Market,Bélanger Theodore,Nueva York,Rochester,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,558,2343.6,Efectivo,Mantequilla sin sal
2024-12-07,2024-12,Lee Charlotte,The House of Flavor,McAllister Alexander,Massachusetts,Boston,Otros,Cuajada,Envase 250g,2.2,349,767.8,PayPal,Cuajada
2024-04-10,2024-04,Davis Olivia,Culinary Treasures,Koch Emma,Nueva York,Buffalo,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,516,2167.2,PayPal,Mantequilla sin sal
2024-01-11,2024-01,Williams Chloe,Super Saber,Lee Lucas,Massachusetts,Worcester,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,564,2368.8,Transferencia bancaria,Mantequilla sin sal
2024-08-09,2024-08,Jackson George,My Market,Johnson Alice,Texas,San Antonio,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,724,2896.0,Transferencia bancaria,Mantequilla con sal
2024-03-21,2024-03,Lee Charlotte,The House of Flavor,McAllister Alexander,Texas,San Antonio,Yogur,Yogur griego,Individual,1.5,201,301.5,Transferencia bancaria,Yogur griego
2024-12-06,2024-12,Anderson James,Central Supermarket,Smith Patricia,Massachusetts,Worcester,Cremas,Crema batida,Spray 250ml,3.75,314,1177.5,Tarjeta de crédito,Crema batida
2024-02-26,2024-02,Smith Noah,Sky Blue Market,Taylor Jacob,Nueva York,New York City,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,39,156.0,Tarjeta de crédito,Mantequilla con sal
2024-07-12,2024-07,Smith Noah,Town Market,Gagnon James,Florida,Jacksonville,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,360,1440.0,PayPal,Mantequilla con sal
2024-07-04,2024-07,Smith Noah,The Little Bee,Hunter Mark,Texas,San Antonio,Quesos,Queso azul roquefort,Cuña 150g,6.25,822,5137.5,Tarjeta de crédito,Queso azul roquefort
2024-03-28,2024-03,Smith Noah,Select Market,Bélanger Theodore,California,San Diego,Cremas,Queso crema,Tarrina 250g,2.8,898,2514.4,Tarjeta de crédito,Queso crema
2024-04-28,2024-04,Anderson James,Central Supermarket,Smith Patricia,California,San Jose,Quesos,Queso azul gorgonzola,Cuña 150g,6.0,411,2466.0,Transferencia bancaria,Queso azul gorgonzola
2024-11-28,2024-11,Williams Chloe,Central Supermarket,Smith Patricia,Nueva York,New York City,Otros,Helado,Barra individual,1.5,906,1359.0,Tarjeta de crédito,Helado
2024-07-14,2024-07,Davis Olivia,Culinary Treasures,Koch Emma,Nueva York,Rochester,Leche,Leche evaporada,Lata 354ml,2.3,905,2081.5,Efectivo,Leche evaporada
2024-04-29,2024-04,Davis Olivia,Super Saber,Lee Lucas,Texas,Austin,Leche,Leche saborizada,Individual,1.0,40,40.0,Transferencia bancaria,Leche saborizada
2024-02-20,2024-02,Davis Olivia,The Grocery Store,McBride Evelyn,California,Los Angeles,Yogur,Kumis,Botella 1L,2.5,367,917.5,PayPal,Kumis
2024-01-23,2024-01,Williams Chloe,Culinary Treasures,Koch Emma,Texas,San Antonio,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,402,1608.0,Tarjeta de débito,Mantequilla con sal
2024-02-21,2024-02,Davis Olivia,Hyper Foods,Brightman Abigail,Nueva York,Yonkers,Yogur,Yogur con frutas,Individual,1.2,53,63.6,Transferencia bancaria,Yogur con frutas
2024-11-12,2024-11,Davis Olivia,Sky Blue Market,Taylor Jacob,Florida,Tampa,Otros,Dulce de leche,Frasco 250g,3.0,212,636.0,Tarjeta de crédito,Dulce de leche
2024-10-24,2024-10,Zeller Sophie,Food Emporium,Iacoca William,Massachusetts,Boston,Yogur,Kumis,Botella 1L,2.5,768,1920.0,Tarjeta de crédito,Kumis
2024-05-30,2024-05,Williams Chloe,Exquisite Foods Market,Rogers Harper,California,San Francisco,Quesos,Queso parmesano,Rallado 150g,4.8,923,4430.4,Tarjeta de crédito,Queso parmesano
2024-05-15,2024-05,Smith Noah,The Family Grocer,Brown Margaret,Massachusetts,Boston,Quesos,Queso cheddar añejo,Bloque 300g,5.0,631,3155.0,Tarjeta de débito,Queso cheddar añejo
2024-03-18,2024-03,Smith Noah,Central Supermarket,Smith Patricia,Florida,Orlando,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,154,616.0,Transferencia bancaria,Mantequilla con sal
2024-06-11,2024-06,Lee Charlotte,Hyper Foods,Brightman Abigail,Texas,Houston,Leche,Leche condensada,Lata 397g,2.5,767,1917.5,Tarjeta de débito,Leche condensada
2024-03-01,2024-03,Davis Olivia,My Market,Johnson Alice,Texas,Houston,Cremas,Queso crema,Tarrina 250g,2.8,576,1612.8,Tarjeta de débito,Queso crema
2024-07-24,2024-07,Jackson George,Pekos Foods,Dubbois Frank,Texas,Houston,Otros,Helado,Barra individual,1.5,605,907.5,Efectivo,Helado
2024-06-26,2024-06,Zeller Sophie,The House of Flavor,McAllister Alexander,Nueva York,Buffalo,Leche,Leche entera,Individual,0.75,249,186.75,PayPal,Leche entera
2024-01-09,2024-01,Lee Charlotte,The Food Barn,Tremblay Ana,Nueva York,Rochester,Yogur,Kumis,Botella 1L,2.5,209,522.5,Tarjeta de crédito,Kumis
2024-10-04,2024-10,Williams Chloe,The Grocery Store,McBride Evelyn,California,San Diego,Quesos,Queso para untar,Tarrina 250g,3.2,903,2889.6,Tarjeta de débito,Queso para untar
2024-09-16,2024-09,Williams Chloe,The Food Barn,Tremblay Ana,Massachusetts,Springfield,Cremas,Queso crema,Tarrina 250g,2.8,294,823.2,Tarjeta de débito,Queso crema
2024-08-20,2024-08,Jackson George,Exquisite Foods Market,Rogers Harper,Nueva York,Rochester,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,387,1625.4,Efectivo,Mantequilla sin sal
2024-05-04,2024-05,Smith Noah,Sky Blue Market,Taylor Jacob,Massachusetts,Springfield,Cremas,Crema batida,Spray 250ml,3.75,719,2696.25,Transferencia bancaria,Crema batida
2024-02-06,2024-02,Jackson George,The Family Grocer,Brown Margaret,Massachusetts,Springfield,Leche,Leche deslactosada,Individual,0.85,377,320.45,PayPal,Leche deslactosada
2024-09-13,2024-09,Smith Noah,Central Supermarket,Smith Patricia,California,San Jose,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,127,533.4,Tarjeta de débito,Mantequilla sin sal
2024-02-13,2024-02,Anderson James,Food Emporium,Iacoca William,Nueva York,Yonkers,Quesos,Queso camembert,Cuña 200g,6.0,935,5610.0,PayPal,Queso camembert
2024-08-23,2024-08,Davis Olivia,Super Saber,Lee Lucas,Nueva York,New York City,Quesos,Queso brie,Cuña 200g,6.0,159,954.0,Transferencia bancaria,Queso brie
2024-04-18,2024-04,Williams Chloe,Red Rose,Martinez Patricia,Texas,San Antonio,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,301,1730.75,Tarjeta de débito,Mantequilla clarificada (ghee)
2024-03-13,2024-03,Smith Noah,Central Supermarket,Smith Patricia,Nueva York,Yonkers,Yogur,Yogur griego,Individual,1.5,865,1297.5,Tarjeta de crédito,Yogur griego
2024-07-06,2024-07,Smith Noah,Exquisite Foods Market,Rogers Harper,Massachusetts,Springfield,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,307,1289.4,Transferencia bancaria,Mantequilla sin sal
2024-03-30,2024-03,Davis Olivia,Hyper Foods,Brightman Abigail,Massachusetts,Boston,Quesos,Queso parmesano,Rallado 150g,4.8,48,230.4,Transferencia bancaria,Queso parmesano
2024-11-23,2024-11,Davis Olivia,Food Emporium,Iacoca William,California,San Francisco,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,560,3220.0,Transferencia bancaria,Mantequilla clarificada (ghee)
2024-03-24,2024-03,Davis Olivia,Super Saber,Lee Lucas,Nueva York,Rochester,Cremas,Crema de leche,Cartón 946ml,5.99,533,3192.67,Efectivo,Crema de leche
2024-06-08,2024-06,Zeller Sophie,Red Rose,Martinez Patricia,Massachusetts,Boston,Otros,Cuajada,Envase 250g,2.2,585,1287.0,Transferencia bancaria,Cuajada
2024-11-21,2024-11,Williams Chloe,Exquisite Foods Market,Rogers Harper,California,San Diego,Quesos,Queso mozzarella,Paquete 200g,3.75,970,3637.5,Tarjeta de débito,Queso mozzarella
2024-02-08,2024-02,Anderson James,The Family Grocer,Brown Margaret,Nueva York,Yonkers,Quesos,Queso mozzarella,Paquete 200g,3.75,216,810.0,Transferencia bancaria,Queso mozzarella
2024-10-20,2024-10,Smith Noah,Pekos Foods,Dubbois Frank,Nueva York,New York City,Yogur,Yogur griego,Individual,1.5,426,639.0,Tarjeta de crédito,Yogur griego
2024-09-06,2024-09,Lee Charlotte,The House of Flavor,McAllister Alexander,Florida,Orlando,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,902,5186.5,Transferencia bancaria,Mantequilla clarificada (ghee)
2024-10-11,2024-10,Smith Noah,Sky Blue Market,Taylor Jacob,Massachusetts,Springfield,Leche,Bebidas lácteas,Botella 1L,2.0,10,20.0,Transferencia bancaria,Bebidas lácteas
2024-06-23,2024-06,Lee Charlotte,The Pantry,Wilson Ethan,Texas,Austin,Otros,Suero de leche,Botella 1L,2.0,31,62.0,Tarjeta de crédito,Suero de leche
2024-04-15,2024-04,Williams Chloe,Corner Delicatessen,Clark Eleonor,Florida,Miami,Leche,Leche en polvo,Bolsa 800g,5.5,16,88.0,Tarjeta de débito,Leche en polvo
2024-09-24,2024-09,Davis Olivia,Culinary Treasures,Koch Emma,Florida,Orlando,Yogur,Kumis,Botella 1L,2.5,430,1075.0,Efectivo,Kumis
2024-08-21,2024-08,Lee Charlotte,Super Everything,Fraser Michael,Texas,Houston,Otros,Suero de leche,Botella 1L,2.0,630,1260.0,Tarjeta de débito,Suero de leche
2024-08-30,2024-08,Zeller Sophie,Super Everything,Fraser Michael,Florida,Tampa,Otros,Cuajada,Envase 250g,2.2,790,1738.0,PayPal,Cuajada
2024-06-26,2024-06,Anderson James,The Little Bee,Hunter Mark,Florida,Jacksonville,Otros,Suero de leche,Botella 1L,2.0,172,344.0,Tarjeta de débito,Suero de leche
2024-08-03,2024-08,Williams Chloe,Super Saber,Lee Lucas,Texas,Houston,Leche,Leche semidescremada,Litro,1.2,368,441.6,PayPal,Leche semidescremada
2024-08-05,2024-08,Williams Chloe,Corner Delicatessen,Clark Eleonor,Florida,Jacksonville,Cremas,Crema batida,Spray 250ml,3.75,190,712.5,Transferencia bancaria,Crema batida
2024-06-17,2024-06,Anderson James,Super Everything,Fraser Michael,Florida,Miami,Yogur,Yogur natural,Individual,1.0,450,450.0,PayPal,Yogur natural
2024-05-26,2024-05,Davis Olivia,Red Rose,Martinez Patricia,Florida,Jacksonville,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,879,3516.0,Tarjeta de crédito,Mantequilla con sal
2024-06-01,2024-06,Davis Olivia,Town Market,Gagnon James,Florida,Tampa,Cremas,Crema de leche,Cartón 946ml,5.99,225,1347.75,Transferencia bancaria,Crema de leche
2024-01-04,2024-01,Williams Chloe,The Little Bee,Hunter Mark,Florida,Jacksonville,Leche,Leche evaporada,Lata 354ml,2.3,612,1407.6,Tarjeta de crédito,Leche evaporada
2024-09-17,2024-09,Williams Chloe,Pekos Foods,Dubbois Frank,Texas,San Antonio,Cremas,Queso crema,Tarrina 250g,2.8,67,187.6,Tarjeta de crédito,Queso crema
2024-06-09,2024-06,Zeller Sophie,The House of Flavor,McAllister Alexander,California,Los Angeles,Yogur,Kumis,Botella 1L,2.5,376,940.0,Transferencia bancaria,Kumis
2024-11-02,2024-11,Jackson George,Town Market,Gagnon James,Massachusetts,Worcester,Cremas,Queso crema,Tarrina 250g,2.8,299,837.2,Tarjeta de crédito,Queso crema
2024-03-14,2024-03,Anderson James,The Family Grocer,Brown Margaret,California,Los Angeles,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,271,1558.25,Tarjeta de débito,Mantequilla clarificada (ghee)
2024-02-20,2024-02,Lee Charlotte,My Market,Johnson Alice,Florida,Orlando,Quesos,Queso parmesano,Rallado 150g,4.8,773,3710.4,PayPal,Queso parmesano
2024-09-30,2024-09,Jackson George,Hyper Foods,Brightman Abigail,California,San Francisco,Cremas,Crema de leche,Cartón 946ml,5.99,526,3150.74,Efectivo,Crema de leche
2024-10-27,2024-10,Davis Olivia,The Food Barn,Tremblay Ana,Florida,Orlando,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,713,4099.75,Tarjeta de débito,Mantequilla clarificada (ghee)
2024-06-19,2024-06,Smith Noah,Hyper Foods,Brightman Abigail,Massachusetts,Lowell,Quesos,Queso camembert,Cuña 200g,6.0,691,4146.0,Efectivo,Queso camembert
2024-12-12,2024-12,Anderson James,Pekos Foods,Dubbois Frank,Florida,Tampa,Quesos,Queso gouda,Bloque 300g,4.5,787,3541.5,Tarjeta de débito,Queso gouda
2024-07-17,2024-07,Smith Noah,Food Emporium,Iacoca William,Nueva York,Buffalo,Quesos,Queso gouda,Bloque 300g,4.5,587,2641.5,Tarjeta de débito,Queso gouda
2024-08-11,2024-08,Anderson James,The Grocery Store,McBride Evelyn,Massachusetts,Worcester,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,622,2612.4,Efectivo,Mantequilla sin sal
2024-08-01,2024-08,Anderson James,Hyper Foods,Brightman Abigail,Texas,San Antonio,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,69,396.75,PayPal,Mantequilla clarificada (ghee)
2024-01-03,2024-01,Jackson George,Sky Blue Market,Taylor Jacob,California,Los Angeles,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,238,999.6,Transferencia bancaria,Mantequilla sin sal
2024-05-03,2024-05,Jackson George,The Pantry,Wilson Ethan,Texas,San Antonio,Quesos,Queso azul roquefort,Cuña 150g,6.25,546,3412.5,Tarjeta de débito,Queso azul roquefort
2024-01-21,2024-01,Jackson George,The Pantry,Wilson Ethan,Texas,San Antonio,Quesos,Queso gruyere,Bloque 300g,5.5,805,4427.5,PayPal,Queso gruyere
2024-04-29,2024-04,Lee Charlotte,Pekos Foods,Dubbois Frank,California,San Francisco,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,992,3968.0,Tarjeta de débito,Mantequilla con sal
2024-08-04,2024-08,Lee Charlotte,The Grocery Store,McBride Evelyn,Massachusetts,Lowell,Quesos,Queso azul gorgonzola,Cuña 150g,6.0,797,4782.0,Tarjeta de débito,Queso azul gorgonzola
2024-11-04,2024-11,Lee Charlotte,Hyper Foods,Brightman Abigail,Texas,San Antonio,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,94,376.0,PayPal,Mantequilla con sal
2024-12-18,2024-12,Anderson James,Hyper Foods,Brightman Abigail,Texas,Houston,Quesos,Queso para untar,Tarrina 250g,3.2,112,358.4,Tarjeta de débito,Queso para untar
2024-09-29,2024-09,Smith Noah,Food Emporium,Iacoca William,California,San Francisco,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,440,1760.0,Efectivo,Mantequilla con sal
2024-09-04,2024-09,Lee Charlotte,Culinary Treasures,Koch Emma,Massachusetts,Worcester,Cremas,Queso crema,Tarrina 250g,2.8,503,1408.4,Tarjeta de crédito,Queso crema
2024-05-07,2024-05,Davis Olivia,The Family Grocer,Brown Margaret,Texas,Austin,Otros,Cuajada,Envase 250g,2.2,605,1331.0,Tarjeta de crédito,Cuajada
2024-03-28,2024-03,Lee Charlotte,Super Everything,Fraser Michael,California,Los Angeles,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,575,3306.25,Tarjeta de crédito,Mantequilla clarificada (ghee)
2024-05-27,2024-05,Jackson George,The Grocery Store,McBride Evelyn,Massachusetts,Springfield,Otros,Cuajada,Envase 250g,2.2,969,2131.8,Tarjeta de crédito,Cuajada
2024-03-31,2024-03,Davis Olivia,The Food Barn,Tremblay Ana,Florida,Orlando,Quesos,Queso azul gorgonzola,Cuña 150g,6.0,759,4554.0,Tarjeta de crédito,Queso azul gorgonzola
2024-05-23,2024-05,Lee Charlotte,The Family Grocer,Brown Margaret,Florida,Jacksonville,Quesos,Queso camembert,Cuña 200g,6.0,160,960.0,Efectivo,Queso camembert
2024-09-17,2024-09,Anderson James,Corner Delicatessen,Clark Eleonor,Florida,Orlando,Quesos,Queso edam,Bloque 300g,4.75,910,4322.5,Tarjeta de crédito,Queso edam
2024-11-27,2024-11,Jackson George,The Food Barn,Tremblay Ana,Massachusetts,Worcester,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,302,1736.5,Tarjeta de débito,Mantequilla clarificada (ghee)
2024-08-09,2024-08,Anderson James,Select Market,Bélanger Theodore,Massachusetts,Springfield,Otros,Helado,Tarrina 500ml,4.25,403,1712.75,PayPal,Helado
2024-11-30,2024-11,Smith Noah,Town Market,Gagnon James,Nueva York,Rochester,Yogur,Yogur griego,Individual,1.5,910,1365.0,PayPal,Yogur griego
2024-05-06,2024-05,Jackson George,Exquisite Foods Market,Rogers Harper,Texas,Houston,Quesos,Queso blanco,Bloque 500g,5.0,154,770.0,Efectivo,Queso blanco
2024-04-10,2024-04,Jackson George,The Family Grocer,Brown Margaret,Massachusetts,Lowell,Leche,Leche saborizada,Individual,1.0,935,935.0,Efectivo,Leche saborizada
2024-10-14,2024-10,Smith Noah,Super Everything,Fraser Michael,Florida,Jacksonville,Quesos,Queso edam,Bloque 300g,4.75,336,1596.0,Tarjeta de débito,Queso edam
2024-02-14,2024-02,Jackson George,My Market,Johnson Alice,Nueva York,New York City,Otros,Suero de leche,Botella 1L,2.0,170,340.0,PayPal,Suero de leche
2024-07-25,2024-07,Zeller Sophie,Culinary Treasures,Koch Emma,California,San Francisco,Cremas,Crema agria,Tarrina 200g,2.5,380,950.0,Tarjeta de crédito,Crema agria
2024-01-18,2024-01,Davis Olivia,Sky Blue Market,Taylor Jacob,Texas,Dallas,Quesos,Queso para untar,Tarrina 250g,3.2,703,2249.6,Tarjeta de crédito,Queso para untar
2024-01-10,2024-01,Zeller Sophie,The Food Barn,Tremblay Ana,California,San Francisco,Yogur,Kumis,Botella 1L,2.5,599,1497.5,Efectivo,Kumis
2024-01-18,2024-01,Smith Noah,Sky Blue Market,Taylor Jacob,California,San Diego,Quesos,Queso cheddar añejo,Bloque 300g,5.0,245,1225.0,Transferencia bancaria,Queso cheddar añejo
2024-10-26,2024-10,Davis Olivia,Corner Delicatessen,Clark Eleonor,Florida,Jacksonville,Leche,Leche deslactosada,Litro,1.3,809,1051.7,Tarjeta de débito,Leche deslactosada
2024-01-10,2024-01,Smith Noah,The Food Barn,Tremblay Ana,Florida,Miami,Cremas,Crema agria,Tarrina 200g,2.5,448,1120.0,Efectivo,Crema agria
2024-07-30,2024-07,Davis Olivia,Pekos Foods,Dubbois Frank,Massachusetts,Springfield,Mantequilla,Mantequilla sin sal,Paquete 454g,4.2,188,789.6,Tarjeta de débito,Mantequilla sin sal
2024-09-20,2024-09,Lee Charlotte,Exquisite Foods Market,Rogers Harper,Massachusetts,Worcester,Yogur,Yogur con frutas,Individual,1.2,518,621.6,Efectivo,Yogur con frutas
2024-03-21,2024-03,Lee Charlotte,The Family Grocer,Brown Margaret,Nueva York,Rochester,Leche,Leche en polvo,Bolsa 800g,5.5,298,1639.0,Efectivo,Leche en polvo
2024-09-02,2024-09,Zeller Sophie,The Pantry,Wilson Ethan,Nueva York,Yonkers,Quesos,Queso cheddar añejo,Bloque 300g,5.0,41,205.0,Tarjeta de crédito,Queso cheddar añejo
2024-10-31,2024-10,Williams Chloe,Culinary Treasures,Koch Emma,Texas,Austin,Leche,Bebidas lácteas,Botella 1L,2.0,148,296.0,Tarjeta de crédito,Bebidas lácteas
2024-02-17,2024-02,Jackson George,Red Rose,Martinez Patricia,Massachusetts,Lowell,Yogur,Kumis,Botella 1L,2.5,728,1820.0,Transferencia bancaria,Kumis
2024-05-09,2024-05,Jackson George,Corner Delicatessen,Clark Eleonor,Texas,Austin,Quesos,Queso gouda,Bloque 300g,4.5,665,2992.5,Efectivo,Queso gouda
2024-06-18,2024-06,Jackson George,My Market,Johnson Alice,Florida,Miami,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,869,3476.0,PayPal,Mantequilla con sal
2024-11-23,2024-11,Lee Charlotte,Sky Blue Market,Taylor Jacob,Massachusetts,Springfield,Otros,Helado,Tarrina 500ml,4.25,220,935.0,Efectivo,Helado
2024-10-29,2024-10,Zeller Sophie,Culinary Treasures,Koch Emma,Texas,Houston,Leche,Leche deslactosada,Litro,1.3,331,430.3,Efectivo,Leche deslactosada
2024-06-21,2024-06,Lee Charlotte,Exquisite Foods Market,Rogers Harper,Florida,Tampa,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,826,3304.0,PayPal,Mantequilla con sal
2024-09-15,2024-09,Lee Charlotte,Culinary Treasures,Koch Emma,Texas,Houston,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,324,1863.0,Tarjeta de crédito,Mantequilla clarificada (ghee)
2024-11-23,2024-11,Smith Noah,Hyper Foods,Brightman Abigail,Florida,Miami,Cremas,Queso crema,Tarrina 250g,2.8,758,2122.4,Transferencia bancaria,Queso crema
2024-08-07,2024-08,Williams Chloe,Super Saber,Lee Lucas,Florida,Tampa,Quesos,Queso en lonchas,Paquete 200g,3.8,782,2971.6,Tarjeta de crédito,Queso en lonchas
2024-07-27,2024-07,Anderson James,Food Emporium,Iacoca William,Massachusetts,Boston,Leche,Leche saborizada,Individual,1.0,121,121.0,Tarjeta de crédito,Leche saborizada
2024-03-29,2024-03,Jackson George,Select Market,Bélanger Theodore,Massachusetts,Lowell,Quesos,Queso gruyere,Bloque 300g,5.5,889,4889.5,Tarjeta de débito,Queso gruyere
2024-10-26,2024-10,Davis Olivia,Town Market,Gagnon James,Texas,San Antonio,Otros,Helado,Tarrina 500ml,4.25,813,3455.25,PayPal,Helado
2024-02-03,2024-02,Lee Charlotte,Exquisite Foods Market,Rogers Harper,Texas,Austin,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,966,5554.5,PayPal,Mantequilla clarificada (ghee)
2024-01-06,2024-01,Zeller Sophie,Red Rose,Martinez Patricia,Massachusetts,Boston,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,726,2904.0,Efectivo,Mantequilla con sal
2024-07-19,2024-07,Anderson James,Pekos Foods,Dubbois Frank,California,San Jose,Cremas,Crema agria,Tarrina 200g,2.5,697,1742.5,Transferencia bancaria,Crema agria
2024-11-06,2024-11,Zeller Sophie,Culinary Treasures,Koch Emma,Florida,Orlando,Cremas,Crema agria,Tarrina 200g,2.5,909,2272.5,PayPal,Crema agria
2024-03-26,2024-03,Zeller Sophie,The Family Grocer,Brown Margaret,Massachusetts,Lowell,Leche,Leche deslactosada,Individual,0.85,244,207.4,PayPal,Leche deslactosada
2024-03-30,2024-03,Jackson George,The House of Flavor,McAllister Alexander,Texas,Houston,Quesos,Queso blanco,Bloque 500g,5.0,925,4625.0,Transferencia bancaria,Queso blanco
2024-10-23,2024-10,Davis Olivia,Red Rose,Martinez Patricia,Massachusetts,Worcester,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,791,3164.0,PayPal,Mantequilla con sal
2024-06-02,2024-06,Williams Chloe,The House of Flavor,McAllister Alexander,Massachusetts,Boston,Otros,Suero de leche,Botella 1L,2.0,195,390.0,Transferencia bancaria,Suero de leche
2024-02-20,2024-02,Jackson George,Central Supermarket,Smith Patricia,Florida,Jacksonville,Leche,Bebidas lácteas,Botella 1L,2.0,405,810.0,PayPal,Bebidas lácteas
2024-08-17,2024-08,Williams Chloe,Food Emporium,Iacoca William,California,San Jose,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,189,756.0,PayPal,Mantequilla con sal
2024-04-16,2024-04,Williams Chloe,Exquisite Foods Market,Rogers Harper,California,San Jose,Mantequilla,Mantequilla con sal,Paquete 454g,4.0,216,864.0,Tarjeta de crédito,Mantequilla con sal
2024-06-25,2024-06,Smith Noah,Pekos Foods,Dubbois Frank,Massachusetts,Springfield,Yogur,Yogur con frutas,Individual,1.2,535,642.0,PayPal,Yogur con frutas
2024-09-29,2024-09,Lee Charlotte,Sky Blue Market,Taylor Jacob,Florida,Tampa,Cremas,Crema de leche,Cartón 946ml,5.99,717,4294.83,PayPal,Crema de leche
2024-07-24,2024-07,Zeller Sophie,Corner Delicatessen,Clark Eleonor,Massachusetts,Boston,Quesos,Queso azul gorgonzola,Cuña 150g,6.0,927,5562.0,Efectivo,Queso azul gorgonzola
2024-04-13,2024-04,Zeller Sophie,The Food Barn,Tremblay Ana,Florida,Orlando,Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,5.75,515,2961.25,Tarjeta de crédito,Mantequilla clarificada (ghee)
2024-06-10,2024-06,Anderson James,Food Emporium,Iacoca William,California,Los Angeles,Cremas,Crema de leche,Cartón 946ml,5.99,373,2234.27,Tarjeta de crédito,Crema de leche
